PLOT_CODE,TYPHA_PRESENT,SITE,REFERENCE,SAMPLE_YEAR,TYPE,INLAND,SHEAR_BOOM,LOG_FENCE,OFFSHORE_STRUCTURE,CREATION_YR,AGE,SAMPLING_AGE,AREA_MAPPED,AREA_INTENDED,RIVER,ARM,M_UPRIVER,KM_UPRIVER,GRAZING,ELEVATION,ELEV_ADJ,ELEV_ADJ_D,PROX_CHAN,CARELYN_MH,ALL_RICH,NAT_RICH,NN_RICH,SHANN,SIMP,RC_Native,RC_NonNative,RC_Invasive,RC_Unknown
REF-2015-02-1-06,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.660000026,0.460000026,4.60000026,6.01,NA,7,6,1,1.013579,0.473581,90.2913,9.7087,0,0
REF-2015-02-1-07,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.169999957,0.969999957,9.69999957,2.92,NA,11,8,3,1.100207,0.542501,86.9863,13.0137,0,0
REF-2015-02-1-08,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.330000013,0.130000013,1.30000013,7.08,NA,10,8,2,0.677457,0.28566,82.851,3.2154,0,13.9335
REF-2015-02-1-09,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.299999952,1.099999952,10.99999952,3.34,116,11,8,3,1.167597,0.608221,90.7317,8.2927,0.9756,0
REF-2015-02-1-10,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.090000033,0.890000033,8.90000033,8.24,NA,6,4,2,0.244916,0.09577,98.6014,1.3986,0,0
REF-2015-02-1-11,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.25,1.05,10.5,2.88,NA,9,7,2,0.845456,0.389533,92.4171,7.5829,0,0
REF-2015-02-1-13,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.230000019,1.030000019,10.30000019,3.86,NA,5,3,2,0.16725,0.066968,95.3947,4.6053,0,0
REF-2015-02-1-15,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.360000014,1.160000014,11.60000014,3.04,NA,10,6,4,0.638484,0.293084,75,17.8571,0,7.1429
REF-2015-02-1-17,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.519999981,0.319999981,3.19999981,1.98,NA,9,6,3,0.443823,0.178508,70.3911,5.0279,0,24.581
REF-2015-02-1-19,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.860000014,0.660000014,6.60000014,1.64,NA,6,4,2,0.338971,0.140527,81.8182,2.0202,0,16.1616
REF-2015-02-1-20,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.120000005,0.920000005,9.20000005,1.15,NA,10,7,3,0.580476,0.245487,88.5572,11.4428,0,0
REF-2015-02-1-21,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.159999967,0.959999967,9.59999967,10.35,NA,7,5,2,0.287826,0.106392,96.9466,3.0534,0,0
REF-2015-02-1-22,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.080000043,0.880000043,8.80000043,8.04,NA,8,4,4,0.203013,0.074889,78.7879,4.5455,16.6667,0
REF-2015-02-1-23,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.159999967,0.959999967,9.59999967,11.14,NA,8,5,3,0.272336,0.10003,76.3158,19.7368,1.3158,2.6316
REF-2015-02-1-24,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.24000001,1.04000001,10.4000001,13.35,NA,8,3,5,0.212627,0.085926,76.9231,5.1282,17.094,0.8547
REF-2015-02-1-25,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.829999983,0.629999983,6.29999983,4.02,NA,5,4,1,0.413758,0.195578,94.382,5.618,0,0
REF-2015-02-2-01,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.469999999,0.469999999,4.69999999,1.84,42,5,2,3,0.07757,0.029405,93.0556,2.7778,2.7778,1.3889
REF-2015-02-2-02,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.300000012,0.300000012,3.00000012,0.59,NA,2,1,1,0,0,50,50,0,0
REF-2015-02-2-03,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.24000001,1.24000001,12.4000001,0.48,NA,1,0,1,0,1,0,100,0,0
REF-2015-02-2-04,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.330000043,1.330000043,13.30000043,0.11,NA,7,4,3,1.273028,0.691358,39.1304,52.1739,0,8.6957
REF-2015-02-2-05,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,-0.079999998,-0.079999998,-0.79999998,0,NA,1,0,1,0,1,0,100,0,0
REF-2015-02-2-06,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,-0.079999998,-0.079999998,-0.79999998,0,NA,3,2,1,0.636514,0.444444,17.6471,82.3529,0,0
REF-2015-02-2-07,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.439999998,0.439999998,4.39999998,0.24,NA,4,3,1,1.05492,0.64,83.3333,16.6667,0,0
REF-2015-02-2-08,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0,0,0,0,NA,1,0,1,0,1,0,100,0,0
REF-2015-02-2-09,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.029999999,0.029999999,0.29999999,0,NA,1,0,1,0,1,0,100,0,0
REF-2015-02-2-10,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.629999995,0.629999995,6.29999995,5.68,38,3,2,1,0.191444,0.090703,95.4545,4.5455,0,0
REF-2015-02-2-11,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.289999992,0.289999992,2.89999992,6.72,NA,2,1,1,0,0,33.3333,66.6667,0,0
REF-2015-02-2-12,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.07,0.07,0.7,3.43,NA,1,0,1,0,1,0,100,0,0
REF-2015-02-2-13,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.01,0.01,0.1,0.36,NA,1,0,1,0,1,0,100,0,0
REF-2015-02-2-14,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0,0,0,1.16,NA,1,0,1,0,1,0,100,0,0
REF-2015-02-2-15,no,REF-2015-02,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.579999983,0.579999983,5.79999983,4.95,NA,6,5,1,1.609438,0.8,71.4286,28.5714,0,0
REF-2015-03-1-01,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.309999943,1.109999943,11.09999943,4,102,2,2,0,0.056937,0.0202,100,0,0,0
REF-2015-03-1-02,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.440000057,1.240000057,12.40000057,9.9,95,9,6,3,1.389051,0.7136,86.2069,2.2989,11.4943,0
REF-2015-03-1-03,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.129999995,0.929999995,9.29999995,6.59,101,7,6,1,0.788132,0.346289,97.5904,0,2.4096,0
REF-2015-03-1-04,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.399999976,1.199999976,11.99999976,6.8,NA,4,3,1,0.944408,0.58095,99.0099,0,0.9901,0
REF-2015-03-1-05,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.330000043,1.130000043,11.30000043,10.92,118,5,3,2,0.574377,0.297262,83.0189,0.9434,16.0377,0
REF-2015-03-1-06,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.220000029,1.020000029,10.20000029,13.58,NA,2,1,1,0,0,99.2366,0,0.7634,0
REF-2015-03-1-07,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.529999971,1.329999971,13.29999971,22.61,137,4,2,2,0.163024,0.073964,96.2963,0,3.7037,0
REF-2015-03-1-08,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.429999948,1.229999948,12.29999948,9.76,NA,12,5,7,1.42278,0.736733,38.2716,32.0988,28.3951,1.2346
REF-2015-03-1-09,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.419999957,1.219999957,12.19999957,21.07,143,1,1,0,0,0,100,0,0,0
REF-2015-03-1-10,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.480000019,1.280000019,12.80000019,17.5,90,6,3,3,0.590371,0.344401,87.2549,0,11.7647,0.9804
REF-2015-03-1-12,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.139999986,0.939999986,9.39999986,11.28,128,2,2,0,0.198515,0.095,100,0,0,0
REF-2015-03-1-14,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.519999981,1.319999981,13.19999981,9.84,111,6,4,2,0.753173,0.478202,87.619,0,11.4286,0.9524
REF-2015-03-1-15,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.289999962,1.089999962,10.89999962,16.64,NA,3,2,1,0.140189,0.061163,93.1373,6.8627,0,0
REF-2015-03-1-16,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.399999976,1.199999976,11.99999976,6.65,113,4,3,1,0.775445,0.4392,98.0392,0,1.9608,0
REF-2015-03-1-17,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.090000033,0.890000033,8.90000033,23.47,NA,4,3,1,0.215273,0.091429,98.1308,0,1.8692,0
REF-2015-03-1-18,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.649999976,1.449999976,14.49999976,16.43,NA,10,5,5,0.80257,0.388166,44.8276,17.931,37.2414,0
REF-2015-03-1-19,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.370000005,1.170000005,11.70000005,5.51,NA,4,3,1,0.10899,0.038618,68.6099,0,31.3901,0
REF-2015-03-1-20,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.340000033,1.140000033,11.40000033,19.95,119,4,3,1,0.178498,0.070257,96.5116,3.4884,0,0
REF-2015-03-1-21,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.25,1.05,10.5,14.65,NA,4,2,2,0.066522,0.024387,98.1818,0,0.6061,1.2121
REF-2015-03-1-22,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.350000024,1.150000024,11.50000024,6.19,NA,4,4,0,0.353625,0.160873,100,0,0,0
REF-2015-03-1-23,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.210000038,1.010000038,10.10000038,17.21,122,6,4,2,0.645033,0.3089,93.8144,1.0309,5.1546,0
REF-2015-03-1-24,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.190000057,0.990000057,9.90000057,8.13,NA,4,3,1,0.813293,0.530697,97.8947,0,2.1053,0
REF-2015-03-1-25,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.179999948,0.979999948,9.79999948,4.63,NA,5,4,1,0.502822,0.276736,89.4273,10.5727,0,0
REF-2015-03-1-27,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.360000014,1.160000014,11.60000014,12.57,NA,4,2,2,0.055546,0.019606,98.0583,0.9709,0.9709,0
REF-2015-03-1-28,no,REF-2015-03,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.019999981,0.819999981,8.19999981,7.38,74,2,1,1,0,0,99.0099,0,0.9901,0
REF-2015-05-1-01,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.709999979,0.509999979,5.09999979,13.4,NA,2,1,1,0,0,92.8571,0,0,7.1429
REF-2015-05-1-03,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.519999981,0.319999981,3.19999981,1.69,NA,4,3,1,0.197232,0.078359,99.4975,0,0.5025,0
REF-2015-05-1-04,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.75999999,0.55999999,5.5999999,6.34,NA,3,2,1,0.089578,0.035077,91.8033,0,0,8.1967
REF-2015-05-1-05,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,1.399999976,1.199999976,11.99999976,22.02,151,4,4,0,0.359661,0.159429,100,0,0,0
REF-2015-05-1-06,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,1.25999999,1.05999999,10.5999999,15.66,NA,4,3,1,0.333011,0.151936,69.8113,30.1887,0,0
REF-2015-05-1-07,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.699999988,0.499999988,4.99999988,14.52,NA,5,4,1,0.67105,0.340978,99.3377,0.6623,0,0
REF-2015-05-1-08,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,1.190000057,0.990000057,9.90000057,5.71,NA,3,3,0,0.221754,0.091711,100,0,0,0
REF-2015-05-1-09,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,1.019999981,0.819999981,8.19999981,5.93,NA,3,3,0,0.612242,0.402121,100,0,0,0
REF-2015-05-1-10,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.629999995,0.429999995,4.29999995,32.64,NA,5,3,2,0.200602,0.083781,97.4576,0.8475,0,1.6949
REF-2015-05-1-11,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.800000012,0.600000012,6.00000012,14.43,NA,4,3,1,1.076652,0.651879,98.9474,1.0526,0,0
REF-2015-05-1-12,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.75999999,0.55999999,5.5999999,16.26,NA,2,2,0,0.134223,0.057919,100,0,0,0
REF-2015-05-1-13,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.379999995,0.179999995,1.79999995,9.87,NA,3,3,0,0.709729,0.462241,100,0,0,0
REF-2015-05-1-14,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.899999976,0.699999976,6.99999976,17.8,NA,5,2,3,0.692407,0.49926,80.6202,12.4031,0.7752,6.2016
REF-2015-05-1-15,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,1.450000048,1.250000048,12.50000048,8.4,NA,3,0,3,0,1,0,0,100,0
REF-2015-05-1-16,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.629999995,0.429999995,4.29999995,1.59,NA,4,4,0,0.428809,0.211649,100,0,0,0
REF-2015-05-1-17,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.589999974,0.389999974,3.89999974,17.93,NA,3,2,1,0.041195,0.013698,97.3154,0,0,2.6846
REF-2015-05-1-18,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,1.120000005,0.920000005,9.20000005,18.37,NA,2,2,0,0.69285,0.499703,100,0,0,0
REF-2015-05-1-19,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.649999976,0.449999976,4.49999976,21.74,NA,3,2,1,0.651757,0.459184,97.2222,0,0,2.7778
REF-2015-05-1-20,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.620000005,0.420000005,4.20000005,18.18,NA,4,3,1,0.21783,0.094965,99.2958,0,0,0.7042
REF-2015-05-1-21,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.819999993,0.619999993,6.19999993,18.47,NA,4,4,0,1.154686,0.644999,100,0,0,0
REF-2015-05-1-22,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.75999999,0.55999999,5.5999999,15.24,NA,4,4,0,0.757966,0.491047,100,0,0,0
REF-2015-05-1-23,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,1.159999967,0.959999967,9.59999967,27.98,NA,1,1,0,0,0,100,0,0,0
REF-2015-05-1-24,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.620000005,0.620000005,6.20000005,14.2,NA,3,3,0,0.873509,0.516071,100,0,0,0
REF-2015-05-1-25,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,1.360000014,1.160000014,11.60000014,26.79,NA,4,3,1,0.77676,0.515123,94.8454,5.1546,0,0
REF-2015-05-1-26,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.649999976,0.449999976,4.49999976,20.74,NA,6,3,3,0.407281,0.199662,89.0244,1.2195,0,9.7561
REF-2015-05-1-27,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,1.409999967,1.209999967,12.09999967,7.43,156,5,2,3,0.362211,0.207612,50,0,50,0
REF-2015-05-1-28,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.75999999,0.55999999,5.5999999,24.84,165,3,3,0,0.614524,0.328824,100,0,0,0
REF-2015-05-1-29,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.959999979,0.759999979,7.59999979,7.36,NA,4,2,2,0.562335,0.375,32.4324,0,67.5676,0
REF-2015-05-1-30,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.730000019,0.530000019,5.30000019,13.34,NA,1,1,0,0,0,100,0,0,0
REF-2015-05-1-31,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.949999988,0.749999988,7.49999988,38.8,NA,4,3,1,0.861891,0.535084,94,0,0,6
REF-2015-05-2-01,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.189999998,0.189999998,1.89999998,8,NA,3,2,1,0.636514,0.444444,60,40,0,0
REF-2015-05-2-02,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.129999995,0.129999995,1.29999995,5.5,NA,4,2,2,0.348832,0.197531,22.5,77.5,0,0
REF-2015-05-2-03,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.219999999,0.219999999,2.19999999,7.84,NA,4,3,1,0.681089,0.411387,97.0588,2.9412,0,0
REF-2015-05-2-04,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.200000003,0.200000003,2.00000003,6.12,NA,3,1,2,0,0,25,25,50,0
REF-2015-05-2-05,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.209999993,0.209999993,2.09999993,4.43,NA,2,1,1,0,0,50,50,0,0
REF-2015-05-2-06,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.319999993,0.319999993,3.19999993,9.91,NA,3,2,1,0.410116,0.244898,87.5,12.5,0,0
REF-2015-05-2-07,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.330000013,0.330000013,3.30000013,14.84,NA,3,2,1,0.304636,0.165289,91.6667,8.3333,0,0
REF-2015-05-2-08,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.170000002,0.170000002,1.70000002,11.66,NA,1,0,1,0,1,0,100,0,0
REF-2015-05-2-09,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.189999998,0.189999998,1.89999998,10.91,NA,2,1,1,0,0,50,50,0,0
REF-2015-05-2-10,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.239999995,0.239999995,2.39999995,9.7,NA,4,2,2,0.693147,0.5,8,88,0,4
REF-2015-05-2-11,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.230000004,0.230000004,2.30000004,2.75,NA,3,1,2,0,0,65.2174,30.4348,0,4.3478
REF-2015-05-2-12,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.239999995,0.239999995,2.39999995,0.72,NA,4,2,2,0.636514,0.444444,2.6087,97.3913,0,0
REF-2015-05-2-13,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.319999993,0.319999993,3.19999993,4.03,NA,4,3,1,0.9557,0.571429,63.6364,0,0,36.3636
REF-2015-05-2-15,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.189999998,0.189999998,1.89999998,0.53,NA,3,2,1,0.562335,0.375,88.8889,11.1111,0,0
REF-2015-05-2-16,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.209999993,0.209999993,2.09999993,5.23,NA,1,1,0,0,0,100,0,0,0
REF-2015-05-2-17,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.239999995,0.239999995,2.39999995,6.96,NA,1,1,0,0,0,100,0,0,0
REF-2015-05-2-18,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.340000004,0.340000004,3.40000004,18.49,NA,1,1,0,0,0,100,0,0,0
REF-2015-05-2-19,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.349999994,0.349999994,3.49999994,25.32,NA,2,1,1,0,0,90.9091,9.0909,0,0
REF-2015-05-2-20,no,REF-2015-05,Yes,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.419999987,0.419999987,4.19999987,28.37,NA,4,3,1,0.9557,0.571429,87.5,12.5,0,0
REF-2015-09-1-01,no,REF-2015-09,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,9868,9.87,0,1.5,1.3,13,16.28,150,5,3,2,0.432687,0.216907,87.0968,12.0968,0.8065,0
REF-2015-09-1-02,no,REF-2015-09,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,9868,9.87,0,1.049999952,0.849999952,8.49999952,3.08,113,4,4,0,0.269172,0.118327,100,0,0,0
REF-2015-09-1-03,no,REF-2015-09,Yes,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,9868,9.87,0,1.039999962,0.839999962,8.39999962,26.62,154,9,8,1,1.676305,0.786333,98.0676,0,0,1.9324
