PLOT_CODE,SITE,REFERENCE,SAMPLE_YEAR,TYPE,INLAND,SHEAR_BOOM,LOG_FENCE,OFFSHORE_STRUCTURE,CREATION_YR,AGE,SAMPLING_AGE,AREA_MAPPED,AREA_INTENDED,RIVER,ARM,M_UPRIVER,KM_UPRIVER,GRAZING,ELEVATION,PROX_CHAN,CARELYN_MH,ALL_RICH,NAT_RICH,NN_RICH,SHANN,SIMP,RC_Native,RC_NonNative,RC_Invasive,RC_Unknown
REF-2015-12-1-09,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,0.97030735,28.92174258,149,8,4,4,0.504989,0.2253,0.7125,0.125,0.15,0.0125
02-005-D-1-3,02-005D,NO,2015,Protruding,N,NO,NO,YES,1992,29,23,193.97,1524,Fraser,North,16143,16.14,1,-0.099860348,3.625287554,NA,10,5,5,0.782023,0.380266,0.712707,0.270718,0.005525,0.01105
REF-2015-02-2-15,REF-2015-02,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.100000001,4.953103168,NA,6,5,1,1.609438,0.8,0.714286,0.285714,0,0
09-003-1-2,09-003,NO,2021,Basin,Y,NO,NO,NO,1990,31,31,59309,60349,Fraser,Main,10403,10.4,0,1.58,174.298,NA,4,3,1,0.801819,0.46,0.714286,0,0.285714,0
11-012-A-1-03,11-012A,NO,2015,Embayment,N,NO,NO,NO,2000,21,15,3952.08,5411,Fraser,Main,18307,18.31,0,1.610066,27.21100633,142,15,8,7,1.013558,0.454884,0.718519,0.051852,0.185185,0.044444
02-002-1-13,02-002,NO,2015,Embayment,N,NO,NO,YES,1989,32,26,596.27,15400,Fraser,North,12358,12.36,1,0.879999995,12.77057513,NA,4,2,2,0.387212,0.226843,0.71875,0,0.25,0.03125
12-004-1-20,12-004,NO,2015,Basin,Y,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,Main,21308,21.31,1,1.902108669,20.59586069,NA,9,5,4,0.895506,0.510254,0.719101,0.11236,0.05618,0.11236
09-008-A-1-1,09-008A,NO,2015,Protruding,N,NO,NO,YES,1991,30,24,249.94,810,Fraser,Main,10716,10.72,1,0.492807,0.510122151,148,6,4,2,0.59851,0.292824,0.72,0.25,0,0.03
03-003-2-01,03-003,NO,2015,Protruding,N,NO,NO,YES,1990,31,25,1108.6,678,Fraser,North,6546,6.55,3,-0.170000002,0,NA,8,6,2,1.47899,0.736111,0.72,0.2,0.08,0
09-001-A-1-9,09-001A,NO,2015,Protruding,N,NO,NO,NO,1990,31,25,1282.79,3100,Fraser,Main,11661,11.66,0,1.016911,4.23388449,122,9,7,2,0.896378,0.384691,0.72,0,0.28,0
02-007-A-1-2,02-007A,NO,2015,Embayment,N,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.790000021,9.529420646,NA,12,8,4,1.564729,0.730796,0.720339,0.211864,0.025424,0.042373
11-012-A-1-05,11-012A,NO,2015,Embayment,N,NO,NO,NO,2000,21,15,3952.08,5411,Fraser,Main,18307,18.31,0,1.679826,25.92376072,138,14,9,5,1.385753,0.655105,0.72093,0.170543,0.108527,0
11-002-1-13,11-002,NO,2015,Protruding,N,YES,NO,NO,1989,32,26,1555.92,1866,Fraser,Main,22674,22.67,2,1.150089,16.49596448,100,13,10,3,1.099598,0.467938,0.723183,0.138408,0.034602,0.103806
13-005-1-13,13-005,NO,2015,Embayment,N,NO,NO,YES,1997,24,18,1600.96,1530,Fraser,Main,24110,24.11,2,1.180652976,16.3947473,138,12,8,4,1.786334,0.793781,0.723214,0.071429,0.178571,0.026786
REF-2015-12-1-10,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,1.439782977,31.61324558,48,14,9,5,1.360081,0.599747,0.725275,0.21978,0,0.054945
02-003-B-1-5,02-003B,NO,2015,Inline,N,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,1.25,15.33748756,149,6,4,2,1.134298,0.631076,0.727273,0.015152,0.257576,0
Ref7-1-09,REF7,YES,2021,Inline,N,NO,NO,YES,NA,NA,NA,10974,NA,Fraser,Main,20308,20.31,2,1.219888,15.98758,NA,8,5,3,1.220774,0.655636,0.728097,0.151057,0.120846,0
13-012-A-1-7,13-012A,NO,2015,Protruding,N,NO,NO,NO,2000,21,15,1595.47,1781,Fraser,Main,28578,28.58,2,1,4.612059827,NA,16,8,8,1.610572,0.745268,0.728814,0.237288,0.016949,0.016949
11-014-1-2,11-014,NO,2021,Protruding,N,NO,NO,NO,2005,16,16,57.57,59.67,Fraser,Main,22539,22.54,2,1.030438,9.086958,34,11,7,4,1.18562,0.587755,0.729167,0.041667,0.208333,0.020833
09-004-1-7,09-004,NO,2015,Protruding,N,NO,NO,YES,1990,31,25,736.14,410,Fraser,Main,9784,9.78,0,-0.45625,0,149,5,4,1,0.563002,0.277895,0.730769,0.269231,0,0
02-007-A-1-1,02-007A,NO,2015,Embayment,N,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.860000014,16.47446229,NA,12,7,5,1.568133,0.754366,0.731481,0.175926,0,0.092593
09-001-B -1-7,09-001B,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,1982.16,2500,Fraser,Main,10999,11,0,1.363839,2.884845314,144,9,6,3,1.161462,0.615385,0.732394,0.014085,0.253521,0
12-007-1-4,12-007,NO,2015,Protruding,N,NO,NO,NO,2006,15,9,985.53,625,Fraser,Main,21028,21.03,1,1.089922667,10.88264799,49,4,1,3,0,0,0.733333,0.266667,0,0
13-010-1-13,13-010,NO,2015,Inline,N,NO,NO,YES,1998,23,17,196.6,175,Fraser,Main,28167,28.17,2,1.50999999,8.120589253,45,13,6,7,1.199226,0.628472,0.734694,0.265306,0,0
REF-2015-10-1-10,REF-2015-10,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,12894,12.89,1,1.360436916,16.14004847,108,7,4,3,0.748457,0.431469,0.736842,0.204678,0.05848,0
09-004-1-9,09-004,NO,2015,Protruding,N,NO,NO,YES,1990,31,25,736.14,410,Fraser,Main,9784,9.78,0,0.456099,1.327764186,178,4,2,2,0.126931,0.054012,0.738462,0,0.25641,0.005128
01-003-B-1-5,01-003B,NO,2015,Embayment,N,NO,NO,NO,1991,30,24,248.09,627,Fraser,North,24427,24.43,2,1.290433288,7.122489328,90,8,5,3,0.855745,0.445982,0.73913,0.007246,0.108696,0.144928
REF-2015-12-1-25,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,1.529964328,18.87276327,NA,11,6,5,1.08387,0.511507,0.739726,0.109589,0.136986,0.013699
09-001-A-1-12,09-001A,NO,2015,Protruding,N,NO,NO,NO,1990,31,25,1282.79,3100,Fraser,Main,11661,11.66,0,2.800142,8.777502918,NA,5,4,1,1.167387,0.655,0.740741,0,0.259259,0
02-011-1-03,02-011,NO,2021,Basin,Y,NO,YES,NO,2005,16,16,4214.35,5210,Fraser,North,8477,8.48,0,0.57,13.565,200,5,2,3,0.636514,0.444444,0.740741,0,0.259259,0
13-012-B-1-01,13-012B,NO,2015,Basin,Y,NO,YES,NO,2000,21,15,1793.27,1781,Fraser,Main,28743,28.74,0,1.00999999,6.525983401,NA,5,3,2,1.098612,0.666667,0.741176,0.011765,0.247059,0
10-002-B-1-06,10-002B,NO,2015,Basin,Y,NO,NO,NO,1978,43,37,3742.3,10000,Fraser,Main,15504,15.5,0,1.013813496,8.823741323,155,8,4,4,0.297004,0.119575,0.741313,0.254826,0,0.003861
02-005-C-1-4,02-005C,NO,2015,Protruding,N,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.890033901,9.077193142,NA,16,10,6,1.14121,0.512204,0.748201,0.223022,0.014388,0.014388
13-005-1-9,13-005,NO,2015,Embayment,N,NO,NO,YES,1997,24,18,1600.96,1530,Fraser,Main,24110,24.11,2,1.159347773,28.90446435,160,13,10,3,1.395804,0.640457,0.748344,0.066225,0.119205,0.066225
11-001-1-6,11-001,NO,2021,Inline,N,YES,NO,NO,1984,37,37,2447.67,NA,Fraser,Main,21208,21.21,3,1.171211,3.62146,NA,10,5,5,1.068711,0.562904,0.748571,0.011429,0.234286,0.005714
02-002-1-06,02-002,NO,2015,Embayment,N,NO,NO,YES,1989,32,26,596.27,15400,Fraser,North,12358,12.36,1,1.200000048,16.80248404,125,14,8,6,1.273653,0.639144,0.748718,0.148718,0.041026,0.061538
02-003-B-1-6,02-003B,NO,2015,Inline,N,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,1.169999957,27.98378637,154,8,4,4,1.123573,0.624444,0.75,0.1125,0.125,0.0125
REF-2015-02-1-15,REF-2015-02,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.819999993,3.04142532,NA,10,6,4,0.638484,0.293084,0.75,0.178571,0,0.071429
05-002-1-13,05-002,NO,2021,Basin,Y,NO,YES,NO,1991,30,30,4356.1,4500,Fraser,North,3224,3.22,0,1.009477,61.546,NA,2,1,1,0,0,0.75,0,0.25,0
Eburne_Slough-2-4,ES,NO,2021,Protruding,N,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,0.8,8.070699,NA,4,3,1,1.098612,0.666667,0.75,0.25,0,0
Glenrose upstream-1-01,GLU,NO,2021,Protruding,N,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,0.699249,2.111472,NA,10,4,6,0.727836,0.440201,0.75,0.125,0.114583,0.010417
REF3-1-14,REF3,YES,2021,Inline,N,NO,NO,NO,NA,NA,NA,9924,NA,Fraser,Main,38345,38.35,1,1.74,13.84703,NA,2,1,1,0,0,0.75,0,0.25,0
03-004-1-19,03-004A,NO,2015,Basin,Y,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,North,4895,4.9,0,1.5,36.33534938,NA,5,2,3,0.194909,0.092802,0.752294,0.073394,0.174312,0
01-008-1-10,01-008,NO,2015,Protruding,N,NO,NO,YES,2003,18,12,2269.75,2161,Fraser,North,21422,21.42,1,1.080000043,16.86486109,151,15,11,4,1.672909,0.746431,0.752294,0.036697,0.201835,0.009174
Ref9-1-15,REF9,YES,2021,Embayment,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,15597,15.6,2,1.134501,18.52402,NA,14,8,6,0.795384,0.35838,0.752475,0.039604,0.19802,0.009901
01-003-B-1-2,01-003B,NO,2015,Embayment,N,NO,NO,NO,1991,30,24,248.09,627,Fraser,North,24427,24.43,2,0.876319528,2.40421328,62,10,6,4,1.246114,0.597551,0.752688,0.107527,0.032258,0.107527
11-012-A-1-08,11-012A,NO,2015,Embayment,N,NO,NO,NO,2000,21,15,3952.08,5411,Fraser,Main,18307,18.31,0,1.029412,28.21932209,NA,7,3,4,0.297445,0.131963,0.754386,0.087719,0.157895,0
10-002-B-2-13,10-002B,NO,2015,Basin,Y,NO,NO,NO,1978,43,37,3742.3,10000,Fraser,Main,15504,15.5,0,1.130315423,39.68649465,NA,5,2,3,0.693147,0.5,0.754717,0.018868,0.037736,0.188679
09-013-1-10,09-013,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,1.122542,4.693901267,90,9,7,2,0.882979,0.394151,0.756614,0.15873,0,0.084656
05-001-1-5,05-001,NO,2015,Protruding,N,NO,NO,NO,1991,30,24,109.62,70,Fraser,North,6340,6.34,2,1.440686,9.593741121,112,10,5,5,0.587127,0.266863,0.758065,0.048387,0.032258,0.16129
REF-2015-02-1-04,REF-2015-02,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.309999943,2.757946971,NA,9,6,3,0.5454,0.218408,0.758929,0.196429,0,0.044643
14-004-1-1,14-004,NO,2015,Protruding,N,YES,NO,YES,1986,35,29,1097.26,1000,Fraser,Main,46915,46.92,1,2.078915358,6.653861836,120,6,5,1,0.779316,0.432351,0.759036,0,0.240964,0
09-004-1-8,09-004,NO,2015,Protruding,N,NO,NO,YES,1990,31,25,736.14,410,Fraser,Main,9784,9.78,0,0.636487,2.858977756,174,5,2,3,0.291683,0.156157,0.759259,0.138889,0.101852,0
REF-2015-10-1-09,REF-2015-10,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,12894,12.89,1,1.170877814,19.72777243,172,11,8,3,1.127614,0.49446,0.76,0.15,0.09,0
03-002-3-33,03-002,NO,2015,Embayment,N,NO,NO,NO,1988,33,27,4601.09,NA,Fraser,North,6086,6.09,3,0.75999999,18.79882154,NA,10,5,5,0.486882,0.205761,0.760563,0.126761,0.070423,0.042254
REF-2015-02-1-23,REF-2015-02,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.159999967,11.13680065,NA,8,5,3,0.272336,0.10003,0.763158,0.197368,0.013158,0.026316
09-001-A-1-15,09-001A,NO,2015,Protruding,N,NO,NO,NO,1990,31,25,1282.79,3100,Fraser,Main,11661,11.66,0,0.995192,5.108047741,125,11,8,3,0.953621,0.3968,0.763359,0,0.206107,0.030534
Ref7-1-13,REF7,YES,2021,Inline,N,NO,NO,YES,NA,NA,NA,10974,NA,Fraser,Main,20308,20.31,2,1.25,22.89273,NA,6,5,1,1.412745,0.721893,0.764706,0,0.235294,0
10-002-B-1-08,10-002B,NO,2015,Basin,Y,NO,NO,NO,1978,43,37,3742.3,10000,Fraser,Main,15504,15.5,0,1.388097525,7.208505404,134,10,6,4,0.512674,0.203313,0.765152,0.060606,0.174242,0
02-005-B-1-3,02-005B,NO,2015,Protruding,N,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.699999988,8.877337112,NA,4,1,3,0,0,0.765306,0.22449,0.010204,0
02-005-E-1-06,02-005E,NO,2015,Protruding,N,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,0.930039942,2.671996395,NA,9,5,4,1.27385,0.681221,0.765714,0.211429,0.022857,0
12-001-1-07,12-001,NO,2015,Protruding,N,YES,NO,YES,1982,39,33,671.31,625,Fraser,Main,24214,24.21,0,1.099511,9.903929952,NA,9,3,6,0.565055,0.291495,0.765957,0.078014,0.12766,0.028369
REF-2015-12-1-16,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,0.960259914,12.13354644,117,5,3,2,0.268286,0.121864,0.768595,0.165289,0,0.066116
REF-2015-02-1-24,REF-2015-02,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.24000001,13.35063449,NA,8,3,5,0.212627,0.085926,0.769231,0.051282,0.17094,0.008547
REF-2015-11-2-19,REF-2015-11,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,23035,23.04,2,0.229806468,8.489102703,NA,5,4,1,0.708347,0.345,0.769231,0.230769,0,0
Ref-17-1-3,REF17,YES,2021,Inline,N,NO,NO,NO,NA,NA,NA,6605,NA,Fraser,North,2492,2.49,1,1.078434,8.033712,160,3,2,1,0.014402,0.003984,0.769585,0,0.230415,0
REF13-1-07,REF13,YES,2021,Inline,N,NO,NO,NO,NA,NA,NA,11209,NA,Fraser,Main,5066,5.07,0,1.71194,52.36918,147,9,5,4,1.129959,0.61566,0.76971,0.124481,0.103734,0.002075
01-008-1-15,01-008,NO,2015,Protruding,N,NO,NO,YES,2003,18,12,2269.75,2161,Fraser,North,21422,21.42,1,0.970107675,10.82899753,45,11,9,2,1.590491,0.743211,0.77,0.23,0,0
11-012-B-1-03,11-012B,NO,2015,Embayment,N,NO,NO,NO,2000,21,15,701.42,5411,Fraser,Main,18359,18.36,0,1.13993,7.363921112,NA,11,6,5,0.555722,0.23829,0.77095,0.184358,0.03352,0.011173
09-003-2-14,09-003,NO,2021,Basin,Y,NO,NO,NO,1990,31,31,59309,60349,Fraser,Main,10403,10.4,0,0.380417,38.607,NA,5,3,2,0.478363,0.26582,0.771739,0,0.228261,0
02-002-1-04,02-002,NO,2015,Embayment,N,NO,NO,YES,1989,32,26,596.27,15400,Fraser,North,12358,12.36,1,1.330000043,14.66156556,120,12,6,6,1.482367,0.74481,0.772727,0.181818,0,0.045455
12-007-2-5,12-007,NO,2015,Protruding,N,NO,NO,NO,2006,15,9,985.53,625,Fraser,Main,21028,21.03,1,0.89061892,4.70098241,NA,11,8,3,1.470921,0.699394,0.772727,0.215909,0.011364,0
REF-2015-12-1-28,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,1.029757857,12.93032534,101,11,7,4,0.682004,0.283803,0.773913,0.165217,0.052174,0.008696
10-002-B-1-14,10-002B,NO,2015,Basin,Y,NO,NO,NO,1978,43,37,3742.3,10000,Fraser,Main,15504,15.5,0,1.272858977,17.35456976,NA,8,5,3,0.329116,0.130242,0.774038,0.197115,0.028846,0
09-013-1-3,09-013,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.371148,3.066705015,220,4,2,2,0.118064,0.049351,0.77451,0.196078,0,0.029412
11-012-B-1-10,11-012B,NO,2015,Embayment,N,NO,NO,NO,2000,21,15,701.42,5411,Fraser,Main,18359,18.36,0,1.029862,9.434814364,38,12,7,5,1.137067,0.6051,0.774892,0.147186,0.025974,0.051948
REF-2015-12-1-17,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,1.069900155,16.22269942,114,10,7,3,1.416132,0.694411,0.775401,0.171123,0,0.053476
REF-2015-02-1-05,REF-2015-02,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.349999994,7.426664498,NA,4,3,1,0.189683,0.074704,0.776119,0.223881,0,0
REF-2015-12-1-07,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,1.150242805,26.77415217,95,11,7,4,0.614195,0.258878,0.777778,0.011111,0.155556,0.055556
02-007-A-1-3,02-007A,NO,2015,Embayment,N,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.99000001,8.925262253,NA,10,7,3,1.202245,0.586697,0.778626,0.206107,0,0.015267
02-003-A-1-14,02-003A,NO,2015,Inline,N,NO,NO,YES,1992,29,23,5273.9,7755,Fraser,North,13054,13.05,1,1.379999995,17.1225908,128,10,8,2,1.223458,0.541524,0.778656,0.181818,0.039526,0
02-007-C-1-6,02-007C,NO,2015,Embayment,N,NO,NO,NO,1993,28,22,1773.24,3984,Fraser,North,12799,12.8,3,1.100000024,19.82819599,2,11,8,3,0.535095,0.197673,0.778689,0.098361,0.122951,0
09-013-1-12,09-013,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.985411,9.075687936,NA,4,2,2,0.214559,0.104938,0.779221,0.21645,0,0.004329
09-020-1-11,09-020,NO,2021,Inline,N,NO,NO,YES,2011,10,10,1015.06,NA,Fraser,Main,2918,2.92,0,1.548934,9.072255,118,4,2,2,0.450561,0.277778,0.779221,0.004329,0.21645,0
REF-2015-10-1-29,REF-2015-10,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,12894,12.89,1,1.528687716,11.47181243,158,5,2,3,0.104732,0.042533,0.779661,0,0.20339,0.016949
02-014-1-19,02-014,NO,2015,Inline,N,NO,NO,NO,2008,13,7,1619.58,950,Fraser,North,8102,8.1,0,1.480020046,21.47392353,NA,4,2,2,0.167944,0.0768,0.78125,0,0.21875,0
13-005-1-3,13-005,NO,2015,Embayment,N,NO,NO,YES,1997,24,18,1600.96,1530,Fraser,Main,24110,24.11,2,1.180980802,10.83664902,118,9,6,3,1.008574,0.48283,0.781513,0.176471,0.042017,0
02-003-B-2-3,02-003B,NO,2015,Inline,N,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,0.349999994,5.041566006,NA,9,7,2,1.637566,0.772309,0.781818,0.145455,0.072727,0
12-004-1-18,12-004,NO,2015,Basin,Y,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,Main,21308,21.31,1,1.029143691,32.09875357,NA,12,10,2,1.754922,0.792021,0.782051,0.217949,0,0
02-002-1-11,02-002,NO,2015,Embayment,N,NO,NO,YES,1989,32,26,596.27,15400,Fraser,North,12358,12.36,1,1.200000048,8.452949664,96,13,9,4,1.699171,0.781684,0.783069,0.185185,0,0.031746
02-001-1-26,02-001,NO,2015,Protruding,N,NO,NO,YES,1988,33,27,15661.72,635,Fraser,North,10461,10.46,3,0.839960694,34.9875738,153,5,3,2,0.844381,0.529974,0.783217,0.20979,0,0.006993
11-010-1-1,11-010,NO,2015,Protruding,N,NO,NO,NO,1995,26,20,154.15,80,Fraser,North,22786,22.79,3,0.849061,7.204728067,11,12,8,4,1.258974,0.553374,0.783439,0.210191,0.006369,0
12-004-1-30,12-004,NO,2015,Basin,Y,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,Main,21308,21.31,1,1.140681624,15.26604222,NA,9,5,4,0.428846,0.201811,0.784884,0.052326,0.139535,0.023256
10-004-1-06,10-004,NO,2015,Protruding,N,NO,NO,YES,1995,26,20,1371.69,1525,Fraser,Main,14129,14.13,0,1.223402858,11.35434341,NA,5,2,3,0.062178,0.022469,0.785714,0.178571,0.026786,0.008929
02-003-A-1-6,02-003A,NO,2015,Inline,N,NO,NO,YES,1992,29,23,5273.9,7755,Fraser,North,13054,13.05,1,1.200000048,8.488220133,95,11,5,6,0.602127,0.284219,0.785714,0.120879,0.054945,0.038462
Ref9-1-6,REF9,YES,2021,Embayment,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,15597,15.6,2,1.225485,14.86402,NA,10,7,3,1.375864,0.688017,0.785714,0.196429,0.017857,0
01-003-B-1-1,01-003B,NO,2015,Embayment,N,NO,NO,NO,1991,30,24,248.09,627,Fraser,North,24427,24.43,2,1.330323935,3.390094908,80,10,5,5,0.515441,0.235586,0.786325,0.034188,0.094017,0.08547
10-002-B-1-03,10-002B,NO,2015,Basin,Y,NO,NO,NO,1978,43,37,3742.3,10000,Fraser,Main,15504,15.5,0,1.331905365,7.50931422,125,10,5,5,0.836814,0.505112,0.786885,0.196721,0,0.016393
09-006-1-13,09-006,NO,2021,Basin,Y,NO,NO,NO,1992,29,29,6583.38,6185,Fraser,Main,9825,9.83,1,1.428813,129.697,NA,11,5,6,1.154904,0.663934,0.787097,0.129032,0.070968,0.012903
REF-2015-02-1-22,REF-2015-02,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,1.039999962,8.039555121,NA,8,4,4,0.203013,0.074889,0.787879,0.045455,0.166667,0
02-003-A-1-1,02-003A,NO,2015,Inline,N,NO,NO,YES,1992,29,23,5273.9,7755,Fraser,North,13054,13.05,1,1.190000057,14.47086224,NA,7,3,4,0.766409,0.428316,0.788462,0.115385,0.038462,0.057692
REF-2015-09-1-08,REF-2015-09,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,9868,9.87,0,1.259228587,17.31799088,148,8,6,2,0.771395,0.348128,0.789474,0.175439,0.035088,0
11-012-B-1-09,11-012B,NO,2015,Embayment,N,NO,NO,NO,2000,21,15,701.42,5411,Fraser,Main,18359,18.36,0,1.140046,2.72946458,NA,10,6,4,1.048933,0.483398,0.790123,0.074074,0,0.135802
REF-2015-10-1-17,REF-2015-10,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,12894,12.89,1,1.270879269,18.0390479,152,11,8,3,1.591924,0.751837,0.79096,0.20904,0,0
09-001-B -1-3,09-001B,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,1982.16,2500,Fraser,Main,10999,11,0,1.01,3.349793902,NA,5,3,2,0.456347,0.222838,0.791667,0.069444,0.138889,0
REF-2015-11-1-26,REF-2015-11,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,23035,23.04,2,0.930096984,21.46831759,73,6,5,1,1.33757,0.712152,0.792531,0.207469,0,0
09-004-1-6,09-004,NO,2015,Protruding,N,NO,NO,YES,1990,31,25,736.14,410,Fraser,Main,9784,9.78,0,0.778825,2.154982093,220,11,7,4,1.882534,0.843313,0.793814,0.103093,0.072165,0.030928
02-001-1-4,02-001,NO,2015,Protruding,N,NO,NO,YES,1988,33,27,15661.72,635,Fraser,North,10461,10.46,3,0.400024146,26.59312529,62,14,8,6,1.237682,0.603189,0.79397,0.020101,0.150754,0.035176
09-003-1-6,09-003,NO,2021,Basin,Y,NO,NO,NO,1990,31,31,59309,60349,Fraser,Main,10403,10.4,0,1.434596,85.816,NA,4,3,1,0.513806,0.322708,0.793978,0,0.206022,0
09-004-1-3,09-004,NO,2015,Protruding,N,NO,NO,YES,1990,31,25,736.14,410,Fraser,Main,9784,9.78,0,0.556461,1.456370124,147,8,4,4,0.965164,0.507813,0.794326,0.141844,0.056738,0.007092
Gunderson-1-21,GUN,NO,2021,Protruding,N,NO,NO,NO,2014,7,7,NA,4750.97,Fraser,Main,22913,22.91,2,1.480983,20.65631,56,4,1,3,0,0,0.794702,0.198675,0,0.006623
11-001-1-17,11-001,NO,2021,Inline,N,YES,NO,NO,1984,37,37,2447.67,NA,Fraser,Main,21208,21.21,3,0.888965,6.787308,137,10,7,3,0.378043,0.133856,0.796296,0.194444,0.009259,0
09-013-1-5,09-013,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.885164,14.26809762,166,6,4,2,0.563042,0.327625,0.797753,0.149813,0,0.052434
13-003-1-05,13-003,NO,2021,Protruding,N,NO,NO,YES,1991,30,30,507.54,NA,Fraser,Main,32370,32.37,1,1.32,0,NA,9,6,3,1.103069,0.565539,0.79803,0.004926,0.197044,0
REF-2015-11-1-09,REF-2015-11,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,23035,23.04,2,0.66971159,26.07494416,81,10,7,3,1.193002,0.615576,0.799087,0.191781,0.009132,0
Alex_Fraser_North-1-1,AFN,NO,2021,Basin,Y,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,2.647555,30.334,76,7,2,5,0.02599,0.007936,0.799363,0.003185,0.038217,0.159236
12-007-1-9,12-007,NO,2015,Protruding,N,NO,NO,NO,2006,15,9,985.53,625,Fraser,Main,21028,21.03,1,0.790000021,9.63665254,59,4,1,3,0,0,0.8,0.2,0,0
10-002-B-2-11,10-002B,NO,2015,Basin,Y,NO,NO,NO,1978,43,37,3742.3,10000,Fraser,Main,15504,15.5,0,1.090631723,22.64682232,NA,3,1,2,0,0,0.8,0.066667,0,0.133333
11-002-1-11,11-002,NO,2015,Protruding,N,YES,NO,NO,1989,32,26,1555.92,1866,Fraser,Main,22674,22.67,2,1.020088,18.48693536,NA,13,10,3,0.956071,0.386802,0.80083,0.174274,0,0.024896
09-001-A-1-8,09-001A,NO,2015,Protruding,N,NO,NO,NO,1990,31,25,1282.79,3100,Fraser,Main,11661,11.66,0,1.276914,4.378418331,125,9,7,2,1.366308,0.634411,0.803922,0,0.196078,0
