PLOT_CODE,TYPHA_PRESENT,SITE,REFERENCE,SAMPLE_YEAR,TYPE,INLAND,SHEAR_BOOM,LOG_FENCE,OFFSHORE_STRUCTURE,CREATION_YR,AGE,SAMPLING_AGE,AREA_MAPPED,AREA_INTENDED,RIVER,ARM,M_UPRIVER,KM_UPRIVER,GRAZING,ELEVATION,PROX_CHAN,CARELYN_MH,ALL_RICH,NAT_RICH,NN_RICH,SHANN,SIMP,RC_Native,RC_NonNative,RC_Invasive,RC_Unknown
11-013-1-03,no,11-013,NO,2015,Protruding,No,NO,NO,YES,2004,17,11,1254.71,1050,Fraser,MAIN,20930,20.93,2,1.203251,7.912069026,NA,2,1,1,0,0,96.6102,3.3898,0,0
11-013-1-14,no,11-013,NO,2015,Protruding,No,NO,NO,YES,2004,17,11,1254.71,1050,Fraser,MAIN,20930,20.93,2,1.230232,5.15402332,NA,4,3,1,0.97723,0.582231,98.9247,1.0753,0,0
11-013-1-09,no,11-013,NO,2015,Protruding,No,NO,NO,YES,2004,17,11,1254.71,1050,Fraser,MAIN,20930,20.93,2,1.25169,17.73459836,36,9,6,3,1.246829,0.646957,83.3333,0.7246,7.2464,8.6957
11-013-2-04,no,11-013,NO,2015,Protruding,No,NO,NO,YES,2004,17,11,1254.71,1050,Fraser,MAIN,20930,20.93,2,1.310356,4.410512145,49,3,2,1,0.514653,0.33241,86.3636,13.6364,0,0
11-013-1-16,no,11-013,NO,2015,Protruding,No,NO,NO,YES,2004,17,11,1254.71,1050,Fraser,MAIN,20930,20.93,2,1.32,2.252616905,NA,8,3,5,0.170386,0.066374,86.6995,7.3892,5.9113,0
11-013-1-12,no,11-013,NO,2015,Protruding,No,NO,NO,YES,2004,17,11,1254.71,1050,Fraser,MAIN,20930,20.93,2,1.602415,5.074494759,NA,6,2,4,0.692388,0.499241,94.4785,3.0675,1.227,1.227
11-013-1-10,no,11-013,NO,2015,Protruding,No,NO,NO,YES,2004,17,11,1254.71,1050,Fraser,MAIN,20930,20.93,2,1.612065,18.253473,NA,1,1,0,0,0,100,0,0,0
11-013-1-05,no,11-013,NO,2015,Protruding,No,NO,NO,YES,2004,17,11,1254.71,1050,Fraser,MAIN,20930,20.93,2,1.661828,4.051692551,124,5,3,2,1.073394,0.650888,93.9759,4.8193,1.2048,0
11-013-1-04,no,11-013,NO,2015,Protruding,No,NO,NO,YES,2004,17,11,1254.71,1050,Fraser,MAIN,20930,20.93,2,1.972358,7.308667468,129,7,5,2,1.014354,0.534091,84.6154,0,15.3846,0
11-013-1-11,no,11-013,NO,2015,Protruding,No,NO,NO,YES,2004,17,11,1254.71,1050,Fraser,MAIN,20930,20.93,2,2.761378,13.77785044,125,8,6,2,1.408748,0.695363,96.5909,2.2727,1.1364,0
11-014-1-3,no,11-014,NO,2021,Protruding,No,NO,NO,NO,2005,16,16,57.57,59.67,Fraser,MAIN,22539,22.54,2,0.910351,12.35411,NA,10,7,3,1.94591,0.857143,70,20,10,0
11-014-1-2,no,11-014,NO,2021,Protruding,No,NO,NO,NO,2005,16,16,57.57,59.67,Fraser,MAIN,22539,22.54,2,1.030438,9.086958,34,11,7,4,1.18562,0.587755,72.9167,4.1667,20.8333,2.0833
11-014-1-1,no,11-014,NO,2021,Protruding,No,NO,NO,NO,2005,16,16,57.57,59.67,Fraser,MAIN,22539,22.54,2,1.03965,4.432059,37,10,5,5,0.994354,0.469388,50,42.8571,3.5714,3.5714
12-001-1-14,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.020613,5.80095546,124,7,3,4,0.516767,0.297242,30.8017,50.6329,14.346,4.2194
12-001-1-07,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.099511,9.903929952,NA,9,3,6,0.565055,0.291495,76.5957,7.8014,12.766,2.8369
12-001-1-02,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.13951,7.107985802,NA,6,2,4,0.096509,0.038447,28.3333,27.7778,43.3333,0.5556
12-001-1-08,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.149877,4.054733008,100,16,7,9,0.546663,0.21491,53.0686,31.0469,11.5523,4.3321
12-001-1-04,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.189755,3.932764322,112,9,3,6,0.600483,0.3328,16.129,76.129,3.871,3.871
12-001-1-05,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.201351,11.49472727,NA,3,1,2,0,0,6.1728,7.4074,86.4198,0
12-001-1-15,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.27049,11.12732556,NA,4,0,4,0,1,0,5.7143,94.2857,0
12-001-1-01,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.309634,4.370026956,NA,8,2,6,0.198515,0.095,18.8679,5.6604,72.6415,2.8302
12-001-1-10,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.410859,3.922982243,108,10,4,6,0.563198,0.266184,19.0283,60.7287,17.8138,2.4291
12-001-1-12,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.418159,15.85151253,NA,5,2,3,0.450561,0.277778,14.876,18.1818,66.9421,0
12-001-1-11,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.509755,3.63802308,NA,2,0,2,0,1,0,0,95.2381,4.7619
12-001-1-06,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.570245,3.434999493,NA,12,5,7,1.291906,0.67284,7.8261,84.3478,1.7391,6.087
12-001-1-03,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.580245,14.18623924,NA,5,1,4,0,0,27.4194,19.3548,53.2258,0
12-001-1-13,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.660367,5.251908164,147,13,7,6,0.875493,0.374471,52.5773,8.2474,36.0825,3.0928
12-001-1-09,no,12-001,NO,2015,Protruding,No,YES,NO,YES,1982,39,33,671.31,625,Fraser,MAIN,24214,24.21,0,1.771344,13.25819099,NA,5,2,3,0.3405,0.191327,31.1111,22.2222,46.6667,0
12-003-1-8,no,12-003,NO,2021,Protruding,No,NO,NO,NO,1987,34,34,525.89,509,Fraser,MAIN,23208,23.21,1,0.52761,2.407795,186,2,1,1,0,0,85.7143,0,14.2857,0
12-003-1-10,no,12-003,NO,2021,Protruding,No,NO,NO,NO,1987,34,34,525.89,509,Fraser,MAIN,23208,23.21,1,0.706365,3.597759,54,9,5,4,1.356372,0.725419,15.2799,31.77,52.9501,0
12-003-1-7,no,12-003,NO,2021,Protruding,No,NO,NO,NO,1987,34,34,525.89,509,Fraser,MAIN,23208,23.21,1,0.83659,3.691484,91,6,4,2,1.009601,0.579082,49.9109,0.1783,49.9109,0
12-003-1-2,no,12-003,NO,2021,Protruding,No,NO,NO,NO,1987,34,34,525.89,509,Fraser,MAIN,23208,23.21,1,0.858756,10.45918,NA,9,3,6,1.098612,0.666667,15.625,21.875,62.5,0
12-003-1-1,no,12-003,NO,2021,Protruding,No,NO,NO,NO,1987,34,34,525.89,509,Fraser,MAIN,23208,23.21,1,0.998758,10.67165,NA,10,6,4,1.172993,0.533333,5.0676,7.0946,87.8378,0
12-003-1-6,no,12-003,NO,2021,Protruding,No,NO,NO,NO,1987,34,34,525.89,509,Fraser,MAIN,23208,23.21,1,1.028763,15.34669,NA,6,5,1,1.166706,0.626925,42.9387,0,57.0613,0
12-003-1-4,no,12-003,NO,2021,Protruding,No,NO,NO,NO,1987,34,34,525.89,509,Fraser,MAIN,23208,23.21,1,1.158874,13.79251,136,8,4,4,1.027409,0.607615,21.8944,0.4658,77.6398,0
12-003-1-3,no,12-003,NO,2021,Protruding,No,NO,NO,NO,1987,34,34,525.89,509,Fraser,MAIN,23208,23.21,1,1.288761,13.96075,129,6,4,2,1.016262,0.583218,86.5854,1.2195,12.1951,0
12-003-1-5,no,12-003,NO,2021,Protruding,No,NO,NO,NO,1987,34,34,525.89,509,Fraser,MAIN,23208,23.21,1,1.577849,11.95727,123,9,4,5,0.587802,0.297915,68.8213,4.5627,26.616,0
12-003-1-9,no,12-003,NO,2021,Protruding,No,NO,NO,NO,1987,34,34,525.89,509,Fraser,MAIN,23208,23.21,1,1.75728,7.603632,167,5,3,2,0.544284,0.288194,57.1429,0,42.8571,0
12-004-2-23,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.108729057,0,NA,3,2,1,0.693147,0.5,2.439,97.561,0,0
12-004-2-29,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.18008469,6.081593538,NA,1,0,1,0,1,0,100,0,0
12-004-2-37,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.189999998,6.85467512,NA,3,2,1,0.693147,0.5,2.1739,97.8261,0,0
12-004-2-08,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.219233647,7.53659124,NA,2,0,2,0,1,0,99.3789,0,0.6211
12-004-2-06,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.231199935,45.18037471,NA,8,4,4,1.277034,0.693878,23.7288,74.5763,0,1.6949
12-004-1-16,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.279144704,30.29778881,NA,10,5,5,1.338103,0.705416,26.1029,71.6912,1.4706,0.7353
12-004-2-32,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.299310803,58.74467236,NA,2,1,1,0,0,50,50,0,0
12-004-2-04,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.350852102,17.03658558,NA,4,3,1,0.867563,0.5,5.7692,94.2308,0,0
12-004-2-38,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.379654914,52.42833045,NA,5,3,2,1.039721,0.625,50,25,0,25
12-004-2-34,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.439999998,51.08015999,NA,3,2,1,0.191444,0.090703,95.4545,4.5455,0,0
12-004-1-35,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.449654579,54.27007643,NA,6,4,2,0.600982,0.333934,98.2609,1.7391,0,0
12-004-2-15,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.449999988,45.70037038,NA,3,1,2,0,0,25,25,50,0
12-004-1-26,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.539914072,56.77916582,NA,11,8,3,0.885709,0.476555,64.5022,34.632,0,0.8658
12-004-2-07,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.540778399,37.48585671,NA,3,2,1,0.214559,0.104938,97.2973,2.7027,0,0
12-004-1-13,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.569826782,51.58363419,NA,5,2,3,0.247902,0.1264,95.935,0.813,1.626,1.626
12-004-1-31,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.650171757,44.33376765,NA,14,9,5,1.580923,0.747864,65.7258,32.6613,0.8065,0.8065
12-004-1-05,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.650514245,48.35813714,NA,9,5,4,1.061443,0.607999,51.3043,47.5362,0.5797,0.5797
12-004-1-24,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.661858797,5.174959869,NA,7,5,2,0.651012,0.2872,42.735,14.5299,42.735,0
12-004-1-28,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.670000017,42.31405982,NA,12,9,3,1.819439,0.810218,46.8635,51.6605,1.476,0
12-004-1-14,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.70991385,37.62203719,NA,9,5,4,0.662916,0.307045,44.1296,50.2024,4.8583,0.8097
12-004-1-11,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.789741039,70.89494362,NA,11,6,5,1.175186,0.580633,34.1232,57.346,8.5308,0
12-004-1-03,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.799826562,56.0783694,NA,11,6,5,1.07818,0.583144,60.5769,24.0385,14.4231,0.9615
12-004-1-10,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.829827189,70.65363217,NA,13,6,7,1.204448,0.618318,65.0273,24.0437,8.7432,2.1858
12-004-1-09,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.870514631,35.13400314,NA,8,4,4,1.09377,0.609418,8.2251,12.987,77.9221,0.8658
12-004-1-01,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.91042906,41.34429549,NA,8,4,4,0.708347,0.345,7.1429,46.4286,42.8571,3.5714
12-004-1-41,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.929743528,24.81123344,NA,4,2,2,0.032721,0.010416,97.9487,2.0513,0,0
12-004-1-40,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.969828486,31.44059604,NA,11,7,4,0.777902,0.344504,56.3786,37.8601,4.1152,1.6461
12-004-1-22,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,0.969828606,42.74739204,NA,8,6,2,0.198168,0.065309,92.7835,7.2165,0,0
12-004-1-21,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,1.020256877,31.45287565,NA,6,3,3,0.992282,0.602041,15.2174,48.913,35.8696,0
12-004-1-18,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,1.029143691,32.09875357,NA,12,10,2,1.754922,0.792021,78.2051,21.7949,0,0
12-004-1-36,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,1.060339928,15.69704081,NA,6,3,3,0.268286,0.121864,94.4162,5.5838,0,0
12-004-1-39,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,1.092054129,51.52278574,NA,8,5,3,0.254761,0.092341,53.3898,42.3729,4.2373,0
12-004-1-30,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,1.140681624,15.26604222,NA,9,5,4,0.428846,0.201811,78.4884,5.2326,13.9535,2.3256
12-004-1-02,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,1.170425653,18.33325017,NA,3,2,1,0.330681,0.184089,98.7342,0,0,1.2658
12-004-1-45,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,1.219830632,11.04909736,NA,8,7,1,0.454593,0.185151,89.5288,10.4712,0,0
12-004-1-25,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,1.399999976,19.10299808,NA,6,4,2,0.757776,0.396731,37.4408,0.9479,61.6114,0
12-004-1-33,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,1.501197696,51.41806301,NA,8,5,3,1.294775,0.65374,11.6564,8.589,79.7546,0
12-004-1-27,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,1.651283503,41.10940801,NA,9,6,3,1.502262,0.73664,37.5,36.7647,25,0.7353
12-004-1-20,yes,12-004,NO,2015,Basin,Yes,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,MAIN,21308,21.31,1,1.902108669,20.59586069,NA,9,5,4,0.895506,0.510254,71.9101,11.236,5.618,11.236
12-007-2-1,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,0.649691761,8.154048929,NA,10,5,5,1.28323,0.675918,21.3415,78.6585,0,0
12-007-2-4,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,0.730154276,7.514782288,45,12,7,5,1.572394,0.763457,44.1176,50,0,5.8824
12-007-1-9,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,0.790000021,9.63665254,59,4,1,3,0,0,80,20,0,0
12-007-2-2,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,0.860388339,5.040373836,NA,10,7,3,1.762314,0.809028,60,10,20,10
12-007-2-5,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,0.89061892,4.70098241,NA,11,8,3,1.470921,0.699394,77.2727,21.5909,1.1364,0
12-007-2-3,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,0.910465181,4.378599678,NA,8,4,4,1.041979,0.598765,35.2941,5.8824,19.6078,39.2157
12-007-1-1,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,0.939692497,5.931682727,52,3,2,1,0.479166,0.301783,87.0968,12.9032,0,0
12-007-1-2,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,0.960154057,12.68835118,72,3,2,1,0.500402,0.32,83.3333,16.6667,0,0
12-007-1-3,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,0.970385551,15.98758803,NA,10,5,5,1.322402,0.705075,58.0645,20.4301,21.5054,0
12-007-2-6,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,0.999922395,6.411649222,88,6,4,2,1.091303,0.612245,38.8889,61.1111,0,0
12-007-1-10,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,1.029999971,12.53745339,75,5,4,1,0.275251,0.115747,99.4505,0.5495,0,0
12-007-1-7,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,1.040232539,9.53140426,49,2,1,1,0,0,84.2105,15.7895,0,0
12-007-1-11,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,1.049922347,10.44807546,90,12,5,7,0.927157,0.504018,37.3737,60.6061,2.0202,0
12-007-1-4,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,1.089922667,10.88264799,49,4,1,3,0,0,73.3333,26.6667,0,0
12-007-1-5,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,1.130232453,10.32408498,63,8,6,2,0.691426,0.298225,90,10,0,0
12-007-1-6,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,1.150309682,8.135700365,65,8,2,6,0.104732,0.042533,85.1852,14.8148,0,0
12-007-1-8,no,12-007,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,985.53,625,Fraser,MAIN,21028,21.03,1,1.249922633,16.14158898,50,5,2,3,0.271189,0.142012,63.4146,34.1463,2.439,0
13-001-1-2,no,13-001,NO,2015,Protruding,No,NO,NO,NO,1987,34,28,257.97,192,Fraser,NORTH,24689,24.69,0,1.389999986,5.952822598,83,12,8,4,1.293273,0.590791,81.07,6.5844,9.8765,2.4691
13-001-1-5,no,13-001,NO,2015,Protruding,No,NO,NO,NO,1987,34,28,257.97,192,Fraser,NORTH,24689,24.69,0,1.580000043,6.452187879,94,9,6,3,1.160725,0.557949,92.6471,5.1471,2.2059,0
13-001-1-1,no,13-001,NO,2015,Protruding,No,NO,NO,NO,1987,34,28,257.97,192,Fraser,NORTH,24689,24.69,0,1.920113444,2.625145164,99,9,7,2,1.250433,0.641165,64.8536,0,35.1464,0
13-001-1-3,no,13-001,NO,2015,Protruding,No,NO,NO,NO,1987,34,28,257.97,192,Fraser,NORTH,24689,24.69,0,2.129885912,7.128035498,110,12,8,4,1.113297,0.502418,80.8642,0.6173,16.6667,1.8519
13-001-1-4,no,13-001,NO,2015,Protruding,No,NO,NO,NO,1987,34,28,257.97,192,Fraser,NORTH,24689,24.69,0,2.898398161,7.275692921,145,6,5,1,0.401234,0.162331,82.3009,0,17.6991,0
13-001-1-7,no,13-001,NO,2015,Protruding,No,NO,NO,NO,1987,34,28,257.97,192,Fraser,NORTH,24689,24.69,0,3.041597605,7.878129608,121,15,10,5,1.651024,0.737354,81.6092,1.7241,16.6667,0
13-001-1-6,no,13-001,NO,2015,Protruding,No,NO,NO,NO,1987,34,28,257.97,192,Fraser,NORTH,24689,24.69,0,3.479200602,8.106525232,115,11,6,5,1.243558,0.676777,89.5238,1.9048,3.8095,4.7619
13-002-2-110,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,-0.3784,9.845,NA,3,1,2,0,0,90.9091,9.0909,0,0
13-002-1-123,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.069714,2.079,NA,4,1,3,0,0,0.3953,99.2095,0,0.3953
13-002-2-5,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.29,4.546,NA,4,1,3,0,0,4.3478,95.6522,0,0
13-002-1-122,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.330866,3.547,NA,6,3,3,0.566086,0.291667,4.5455,95.0758,0,0.3788
13-002-2-117,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.339712,9.231,NA,5,2,3,0.693147,0.5,40,60,0,0
13-002-2-9,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.34043,5.849,NA,3,0,3,0,1,0,95.2381,0,4.7619
13-002-1-16,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.371425,11.463,NA,8,2,6,0.017438,0.004975,92.1839,5.2874,2.2989,0.2299
13-002-1-120,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.37899,5.683,NA,4,1,3,0,0,0.1049,99.7901,0,0.1049
13-002-2-4,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.39,7.843,NA,7,2,5,0.693147,0.5,0.2342,97.4239,1.171,1.171
13-002-2-106,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.420425,0.133,NA,5,2,3,0.693147,0.5,0.2077,98.7539,0,1.0384
13-002-2-118,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.43971,3.637,NA,4,1,3,0,0,0.1328,99.7344,0,0.1328
13-002-2-127,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.479566,15.135,NA,4,2,2,0.693147,0.5,15.3846,76.9231,0,7.6923
13-002-1-114,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.489424,7.857,NA,5,2,3,0.693147,0.5,0.2342,99.6487,0,0.1171
13-002-1-7,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.540143,46.433,NA,10,3,7,1.098612,0.666667,0.6897,53.1034,46.2069,0
13-002-1-13,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.559429,36.804,NA,8,2,6,0.693147,0.5,0.5208,5.7292,67.7083,26.0417
13-002-1-112,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.579423,23.362,NA,9,6,3,0.542615,0.241438,84.8039,5.3922,9.8039,0
13-002-1-124,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.610286,3.57,NA,4,1,3,0,0,0.1107,99.7785,0,0.1107
13-002-1-8,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.66,42.192,NA,5,1,4,0,0,1.9531,0.3906,48.8281,48.8281
13-002-1-15,yes,13-002,NO,2021,Protruding,No,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,MAIN,26555,26.56,3,0.669857,12.88,NA,4,1,3,0,0,0.1245,99.8755,0,0
